func,noise,M,lam,cv,test
cos x,нормальный,6,3.1622776601683795e-05,0.39445632759283883,0.21960336070626701
cos x,нормальный,6,0.0001,0.3860214731118082,0.2181883702163667
cos x,нормальный,6,0.00031622776601683794,0.36472211026149637,0.21445760539242123
cos x,нормальный,6,0.001,0.32186808737914396,0.20746454048564317
cos x,нормальный,6,0.0031622776601683794,0.25910939392024035,0.2018708064406656
cos x,нормальный,6,0.01,0.1942983459727711,0.20379803338470592
cos x,нормальный,6,0.03162277660168379,0.2356338863535604,0.21487460878181872
cos x,нормальный,6,0.1,0.29783073473713617,0.24962998907859513
cos x,нормальный,6,0.31622776601683794,0.3239165504838297,0.32084506728424456
cos x,нормальный,6,1.0,0.36366383296842575,0.40414240240273414
cos x,нормальный,6,3.1622776601683795,0.48051504766931064,0.5033151256019098
cos x,нормальный,6,10.0,0.5943293797050352,0.6245246711419391
cos x,нормальный,6,31.622776601683793,0.6719872057869019,0.7147057495194966
cos x,нормальный,6,100.0,0.7091677492149592,0.757567832020592
cos x,нормальный,7,0.0,0.9496315336932432,0.23877323171763173
cos x,нормальный,7,1e-10,0.9496291275022785,0.23877321642649413
cos x,нормальный,7,3.1622776601683795e-10,0.949623924739415,0.23877318336281175
cos x,нормальный,7,1e-09,0.9496074729397972,0.23877307880697526
cos x,нормальный,7,3.1622776601683795e-09,0.9495554556281508,0.23877274817661032
cos x,нормальный,7,1e-08,0.9493910408662852,0.23877170267535597
cos x,нормальный,7,3.162277660168379e-08,0.9488718986333021,0.2387683969479044
cos x,нормальный,7,1e-07,0.9472380153780098,0.23875794769510905
cos x,нормальный,7,3.162277660168379e-07,0.9421478551563105,0.23872494794278187
cos x,нормальный,7,1e-06,0.92678001573488,0.2386210283028841
cos x,нормальный,7,3.162277660168379e-06,0.8844488336521097,0.23829668683674696
cos x,нормальный,7,1e-05,0.7921118827906268,0.23731185074244568
cos x,нормальный,7,3.1622776601683795e-05,0.6628282824704871,0.23455135321018622
cos x,нормальный,7,0.0001,0.5553071491904786,0.2282129909484493
cos x,нормальный,7,0.00031622776601683794,0.4821542976009553,0.21798211406946164
cos x,нормальный,7,0.001,0.4085417945955171,0.20677035889496692
cos x,нормальный,7,0.0031622776601683794,0.3041323331974904,0.20022067856121742
cos x,нормальный,7,0.01,0.19731773045469328,0.20222463833172175
cos x,нормальный,7,0.03162277660168379,0.2544382345309413,0.21320327111603804
cos x,нормальный,7,0.1,0.3106713234667763,0.24885417362237577
cos x,нормальный,7,0.31622776601683794,0.3251544451328733,0.3208436770565309
cos x,нормальный,7,1.0,0.3698015750188048,0.40412093126699744
cos x,нормальный,7,3.1622776601683795,0.4852044128404084,0.5035071755177942
cos x,нормальный,7,10.0,0.5953424577804551,0.6254414441531759
cos x,нормальный,7,31.622776601683793,0.6717424886386709,0.7155126096496637
cos x,нормальный,7,100.0,0.7089304599877478,0.7579057384878176
cos x,нормальный,8,0.0,1.0757021092124377,0.25966041937951545
cos x,нормальный,8,1e-10,1.0756904471429665,0.25966038076346376
cos x,нормальный,8,3.1622776601683795e-10,1.0756652355404595,0.25966029726532114
cos x,нормальный,8,1e-09,1.0755855547863233,0.25966003322514014
cos x,нормальный,8,3.1622776601683795e-09,1.0753340346764102,0.259659198303139
cos x,нормальный,8,1e-08,1.0745431497749924,0.25965655851065117
cos x,нормальный,8,3.162277660168379e-08,1.0720860234799754,0.2596482153755079
cos x,нормальный,8,1e-07,1.0647240174924024,0.25962187816105253
cos x,нормальный,8,3.162277660168379e-07,1.0447481741325908,0.2595390497228903
cos x,нормальный,8,1e-06,1.0008011075600889,0.2592815776204576
cos x,нормальный,8,3.162277660168379e-06,0.9253624268611972,0.25850853130339624
cos x,нормальный,8,1e-05,0.8104825074147387,0.25639209303555405
cos x,нормальный,8,3.1622776601683795e-05,0.6706593667235469,0.2515853149131791
cos x,нормальный,8,0.0001,0.558785970908948,0.2430612635840574
cos x,нормальный,8,0.00031622776601683794,0.48277746985392056,0.23145193003075873
cos x,нормальный,8,0.001,0.4103905022175677,0.21843449420944194
cos x,нормальный,8,0.0031622776601683794,0.31849182582316654,0.20566331061504492
cos x,нормальный,8,0.01,0.22039848696643505,0.20247777663507988
cos x,нормальный,8,0.03162277660168379,0.23489757932761526,0.2125125953743602
cos x,нормальный,8,0.1,0.2967993733062335,0.24167037133184238
cos x,нормальный,8,0.31622776601683794,0.3267644680395691,0.31265390214771627
cos x,нормальный,8,1.0,0.37264536717965074,0.4084458909216147
cos x,нормальный,8,3.1622776601683795,0.4811215317985421,0.506207260598095
cos x,нормальный,8,10.0,0.5879571436983697,0.6168629119046835
cos x,нормальный,8,31.622776601683793,0.6665537775069568,0.7074323608712486
cos x,нормальный,8,100.0,0.7067001132726504,0.7541991099348566
cos x,нормальный,9,0.0,10.79642438920903,0.326142814135707
cos x,нормальный,9,1e-10,10.789332585194101,0.326141656574719
cos x,нормальный,9,3.1622776601683795e-10,10.774027344520636,0.32613915376138397
cos x,нормальный,9,1e-09,10.72588928587903,0.3261312405105027
cos x,нормальный,9,3.1622776601683795e-09,10.576229737507902,0.3261062300760669
cos x,нормальный,9,1e-08,10.127218041877487,0.32602727444470303
cos x,нормальный,9,3.162277660168379e-08,8.912312439625222,0.3257789301228002
cos x,нормальный,9,1e-07,6.374592838175684,0.32500670727726527
cos x,нормальный,9,3.162277660168379e-07,3.109137428781831,0.3226886022371076
cos x,нормальный,9,1e-06,0.817758011383304,0.3164043292110215
cos x,нормальный,9,3.162277660168379e-06,0.5195746041243513,0.3031692559504453
cos x,нормальный,9,1e-05,0.7697948949907817,0.2853987249132485
cos x,нормальный,9,3.1622776601683795e-05,0.7567583059023753,0.2701229574590208
cos x,нормальный,9,0.0001,0.6645703405875377,0.25725690551042885
cos x,нормальный,9,0.00031622776601683794,0.5759443278092693,0.24150065853737004
cos x,нормальный,9,0.001,0.48680413825509694,0.22160006908022464
cos x,нормальный,9,0.0031622776601683794,0.36769083767185695,0.20453878038431425
cos x,нормальный,9,0.01,0.22923535898240396,0.20116940027328667
cos x,нормальный,9,0.03162277660168379,0.24649878872620565,0.21123255836150098
cos x,нормальный,9,0.1,0.3071690156313164,0.24068040111323757
cos x,нормальный,9,0.31622776601683794,0.3280999715615348,0.3131219545402726
cos x,нормальный,9,1.0,0.3769782694496505,0.40890001675466814
cos x,нормальный,9,3.1622776601683795,0.48483749827485345,0.5062122065356859
cos x,нормальный,9,10.0,0.5888612883160904,0.6171653817970039
cos x,нормальный,9,31.622776601683793,0.6664375789950869,0.707878397048219
cos x,нормальный,9,100.0,0.706539720679251,0.7544133052987542
cos x,нормальный,10,0.0,14.15348955439273,0.3495397449387323
cos x,нормальный,10,1e-10,14.105530714020158,0.34953289398693854
cos x,нормальный,10,3.1622776601683795e-10,14.004665034620482,0.3495180901904083
cos x,нормальный,10,1e-09,13.708840191947823,0.3494713645261308
cos x,нормальный,10,3.1622776601683795e-09,12.950058948850673,0.3493244802287232
cos x,нормальный,10,1e-08,11.458528624362613,0.3488685437785245
cos x,нормальный,10,3.162277660168379e-08,9.231846694226533,0.34750642686052774
cos x,нормальный,10,1e-07,6.168477579332143,0.3438467698748267
cos x,нормальный,10,3.162277660168379e-07,2.7723436374204717,0.33606401338909553
cos x,нормальный,10,1e-06,0.5191120661516039,0.32390979227982347
cos x,нормальный,10,3.162277660168379e-06,0.7636771770362969,0.3078814344550464
cos x,нормальный,10,1e-05,0.8855943114840612,0.2905327663375421
cos x,нормальный,10,3.1622776601683795e-05,0.7942731790006319,0.2775845108215898
cos x,нормальный,10,0.0001,0.671346511269967,0.2676245797978639
cos x,нормальный,10,0.00031622776601683794,0.5693660863343942,0.253729114490323
cos x,нормальный,10,0.001,0.4729753451455577,0.23349667546842404
cos x,нормальный,10,0.0031622776601683794,0.35936477876033157,0.2121041763625968
cos x,нормальный,10,0.01,0.2364747010656738,0.20181036037215086
cos x,нормальный,10,0.03162277660168379,0.23786596837534518,0.21138646372045153
cos x,нормальный,10,0.1,0.2976927890419133,0.23838644132642192
cos x,нормальный,10,0.31622776601683794,0.32636692126619543,0.30678408404630814
cos x,нормальный,10,1.0,0.37959229261568683,0.4100104892950008
cos x,нормальный,10,3.1622776601683795,0.48418567770332865,0.5105076912443134
cos x,нормальный,10,10.0,0.5853611328801647,0.6138728517071849
cos x,нормальный,10,31.622776601683793,0.6632305765427046,0.7027329775771989
cos x,нормальный,10,100.0,0.7050192995738142,0.7517472232110665
cos x,нормальный,11,0.0,84.65456528846072,1.851606991132155
cos x,нормальный,11,1e-10,80.8418810157327,1.8446830393873481
cos x,нормальный,11,3.1622776601683795e-10,73.9042876013676,1.8298668566655742
cos x,нормальный,11,1e-09,59.319340971794745,1.7843678255351387
cos x,нормальный,11,3.1622776601683795e-09,40.164784765957286,1.6527944094426823
cos x,нормальный,11,1e-08,25.792995223614177,1.3303872960629606
cos x,нормальный,11,3.162277660168379e-08,18.21711552999667,0.7864679243559408
cos x,нормальный,11,1e-07,13.45825138648559,0.3083025100350882
cos x,нормальный,11,3.162277660168379e-07,8.418535076657161,0.2404026236732964
cos x,нормальный,11,1e-06,3.5975036821354807,0.29570644785432665
cos x,нормальный,11,3.162277660168379e-06,0.8473669169952949,0.3131979120489378
cos x,нормальный,11,1e-05,0.5276917006428457,0.30987093040386465
cos x,нормальный,11,3.1622776601683795e-05,0.7231967530366102,0.2980401499390743
cos x,нормальный,11,0.0001,0.6973814953541717,0.28477454727040385
cos x,нормальный,11,0.00031622776601683794,0.6215600932015167,0.267394288313926
cos x,нормальный,11,0.001,0.5268194751232957,0.24079724276833225
cos x,нормальный,11,0.0031622776601683794,0.3997229883701371,0.21238598933205463
cos x,нормальный,11,0.01,0.24771935020168984,0.20060719951878506
cos x,нормальный,11,0.03162277660168379,0.24455199654225038,0.21064216108466718
cos x,нормальный,11,0.1,0.3057441226098224,0.2373649949016145
cos x,нормальный,11,0.31622776601683794,0.3276952594568122,0.3074217746923862
cos x,нормальный,11,1.0,0.38263942785464156,0.41097532846887747
cos x,нормальный,11,3.1622776601683795,0.48697612611231467,0.5106752366374193
cos x,нормальный,11,10.0,0.5860934892811649,0.6139478563199474
cos x,нормальный,11,31.622776601683793,0.6631828224287697,0.7029894981249959
cos x,нормальный,11,100.0,0.7049089943515561,0.7518919414847989
cos x,нормальный,12,0.0,26.31780768156984,2.767940789132549
cos x,нормальный,12,1e-10,25.4479555070912,2.730797540351724
cos x,нормальный,12,3.1622776601683795e-10,43.45064765710798,2.6569398570405394
cos x,нормальный,12,1e-09,44.12713112780993,2.4671289636067644
cos x,нормальный,12,3.1622776601683795e-09,32.780168135623214,2.0911293279951386
cos x,нормальный,12,1e-08,22.000169446863012,1.5316353054262692
cos x,нормальный,12,3.162277660168379e-08,15.909133079868178,0.8523451243727371
cos x,нормальный,12,1e-07,11.780327110815314,0.3159076474486835
cos x,нормальный,12,3.162277660168379e-07,7.158260583593356,0.2451482906081834
cos x,нормальный,12,1e-06,2.743799137818663,0.30754501113932575
cos x,нормальный,12,3.162277660168379e-06,0.47948458566014923,0.3216219765282439
cos x,нормальный,12,1e-05,0.8280754712884401,0.3144779310435564
cos x,нормальный,12,3.1622776601683795e-05,0.8328756542522944,0.30187189381160995
cos x,нормальный,12,0.0001,0.7258257952313351,0.2900859947751801
cos x,нормальный,12,0.00031622776601683794,0.6200360509935638,0.27553454215887224
cos x,нормальный,12,0.001,0.5119100401686334,0.250923279975271
cos x,нормальный,12,0.0031622776601683794,0.3850152329894444,0.22041920396537532
cos x,нормальный,12,0.01,0.24551921005771762,0.2019622268477526
cos x,нормальный,12,0.03162277660168379,0.24098799756361405,0.21046132737556209
cos x,нормальный,12,0.1,0.2993722108690061,0.2369856325808744
cos x,нормальный,12,0.31622776601683794,0.32519455357165344,0.30307143979473755
cos x,нормальный,12,1.0,0.38458769197137244,0.41060480421156237
cos x,нормальный,12,3.1622776601683795,0.4876440961840104,0.5146571690609457
cos x,нормальный,12,10.0,0.5846100628232562,0.6131661557850695
cos x,нормальный,12,31.622776601683793,0.661171847307334,0.699626596504015
cos x,нормальный,12,100.0,0.7038387691047073,0.7499035231949754
cos x,нормальный,13,0.0,756.3763921745525,9.088948351503078
cos x,нормальный,13,1e-10,93.848045538533,7.617238992777364
cos x,нормальный,13,3.1622776601683795e-10,94.29944488981855,6.077791329076473
cos x,нормальный,13,1e-09,90.24767843521421,4.520812693811928
cos x,нормальный,13,3.1622776601683795e-09,72.38206205237722,3.451260434379336
cos x,нормальный,13,1e-08,47.86486813745959,2.729314081006568
cos x,нормальный,13,3.162277660168379e-08,30.11298901313031,2.0364811226634414
cos x,нормальный,13,1e-07,20.433970647530668,1.1800970659412395
cos x,нормальный,13,3.162277660168379e-07,13.273897072295545,0.44409859808193686
cos x,нормальный,13,1e-06,6.481259272884676,0.2288541724893417
cos x,нормальный,13,3.162277660168379e-06,2.00198916905405,0.28705154884533834
cos x,нормальный,13,1e-05,0.39681006028819016,0.3118092852509151
cos x,нормальный,13,3.1622776601683795e-05,0.6572927799557527,0.31346595474784594
cos x,нормальный,13,0.0001,0.6946075751002839,0.30606193109679947
cos x,нормальный,13,0.00031622776601683794,0.6395374682731974,0.2907925248752311
cos x,нормальный,13,0.001,0.5458327063265707,0.261332515274854
cos x,нормальный,13,0.0031622776601683794,0.4151014746909981,0.2226356298171384
cos x,нормальный,13,0.01,0.256151434048837,0.20093165928245665
cos x,нормальный,13,0.03162277660168379,0.2449095245081554,0.2101593932204094
cos x,нормальный,13,0.1,0.30554509247090167,0.23611547354812998
cos x,нормальный,13,0.31622776601683794,0.32639136182872325,0.3036510586865089
cos x,нормальный,13,1.0,0.38672407866617753,0.41188794747383867
cos x,нормальный,13,3.1622776601683795,0.4896829034962754,0.5150307171891194
cos x,нормальный,13,10.0,0.585177874788751,0.6131731485199542
cos x,нормальный,13,31.622776601683793,0.6611622813482552,0.6997814321913627
cos x,нормальный,13,100.0,0.7037621771825238,0.750007954385513
cos x,нормальный,14,0.0,582.382386339047,14.485615061196405
cos x,нормальный,14,1e-10,19.980057958515445,1.753733045186582
cos x,нормальный,14,3.1622776601683795e-10,41.27887736662919,3.8238122300536532
cos x,нормальный,14,1e-09,60.1413877547454,3.837163473392232
cos x,нормальный,14,3.1622776601683795e-09,56.72903469091165,3.3795182931728833
cos x,нормальный,14,1e-08,39.723575578378,2.8188447801552052
cos x,нормальный,14,3.162277660168379e-08,25.32684912704602,2.073434876068905
cos x,нормальный,14,1e-07,17.057728986219473,1.160319685094835
cos x,нормальный,14,3.162277660168379e-07,10.861886674642577,0.41219132887799237
cos x,нормальный,14,1e-06,4.9770778773897595,0.23692354637148258
cos x,нормальный,14,3.162277660168379e-06,1.2584801441945221,0.3047285696019881
cos x,нормальный,14,1e-05,0.7757846854065578,0.32178804829777347
cos x,нормальный,14,3.1622776601683795e-05,0.8441523419312211,0.3184694661804641
cos x,нормальный,14,0.0001,0.7492891323430342,0.30989422430036917
cos x,нормальный,14,0.00031622776601683794,0.6470023729105472,0.29580034741775946
cos x,нормальный,14,0.001,0.5351302367098908,0.2686109111772167
cos x,нормальный,14,0.0031622776601683794,0.40138835820740343,0.2298421259153632
cos x,нормальный,14,0.01,0.2507843411810128,0.20279986164621475
cos x,нормальный,14,0.03162277660168379,0.24349479009268352,0.20968054530025756
cos x,нормальный,14,0.1,0.3012375312535903,0.23642693902508838
cos x,нормальный,14,0.31622776601683794,0.3239139324548157,0.3007543976081954
cos x,нормальный,14,1.0,0.3881345237806923,0.41094336372516793
cos x,нормальный,14,3.1622776601683795,0.4908544500645046,0.5183551772994682
cos x,нормальный,14,10.0,0.5847888892310695,0.6136206329809099
cos x,нормальный,14,31.622776601683793,0.6599052762208142,0.6975604341697418
cos x,нормальный,14,100.0,0.7029902881802518,0.7484866345341838
cos x,нормальный,15,0.0,2729.8027675043604,1.5452376669326826
cos x,нормальный,15,1e-10,140.62846341276168,7.8588088099259785
cos x,нормальный,15,3.1622776601683795e-10,110.16308135354424,9.29638995639049
cos x,нормальный,15,1e-09,108.38719478615528,8.162380839341541
cos x,нормальный,15,3.1622776601683795e-09,95.43641558590625,6.106439004984256
cos x,нормальный,15,1e-08,67.59535611289955,4.525767472740476
cos x,нормальный,15,3.162277660168379e-08,41.5529812393899,3.4020351166366334
cos x,нормальный,15,1e-07,26.28006303444642,2.283938492290729
cos x,нормальный,15,3.162277660168379e-07,16.7764993503647,1.1110505551836385
cos x,нормальный,15,1e-06,8.649765801752904,0.35210246536735745
cos x,нормальный,15,3.162277660168379e-06,2.9799758239830796,0.24414436075440207
cos x,нормальный,15,1e-05,0.6918574089676887,0.2991498857126571
cos x,нормальный,15,3.1622776601683795e-05,0.6291311523822134,0.3188397496151719
cos x,нормальный,15,0.0001,0.68587828816725,0.32141475952476295
cos x,нормальный,15,0.00031622776601683794,0.6455971266664754,0.3106351911023953
cos x,нормальный,15,0.001,0.5550934878378413,0.2806857180862335
cos x,нормальный,15,0.0031622776601683794,0.42325629110502005,0.23394095446824253
cos x,нормальный,15,0.01,0.2599291268249644,0.20205138656682356
cos x,нормальный,15,0.03162277660168379,0.24592004397342918,0.2097028199718198
cos x,нормальный,15,0.1,0.3059759634261631,0.23578833923446071
cos x,нормальный,15,0.31622776601683794,0.3249273563148023,0.3011906401399263
cos x,нормальный,15,1.0,0.3896319614171191,0.4123585422026592
cos x,нормальный,15,3.1622776601683795,0.49232645755416654,0.5188870357255742
cos x,нормальный,15,10.0,0.5852220176122669,0.6136202931258441
cos x,нормальный,15,31.622776601683793,0.6599186554440043,0.6976590811346952
cos x,нормальный,15,100.0,0.702937280243713,0.7485668575066117
5x^3 + x^2 + 5,равномерный,0,0.0,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,1e-10,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,3.1622776601683795e-10,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,1e-09,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,3.1622776601683795e-09,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,1e-08,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,3.162277660168379e-08,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,1e-07,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,3.162277660168379e-07,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,1e-06,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,3.162277660168379e-06,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,1e-05,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,3.1622776601683795e-05,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,0.0001,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,0.00031622776601683794,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,0.001,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,0.0031622776601683794,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,0.01,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,0.03162277660168379,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,0.1,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,0.31622776601683794,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,1.0,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,3.1622776601683795,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,10.0,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,31.622776601683793,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,0,100.0,345.95169855992407,371.188661623155
5x^3 + x^2 + 5,равномерный,1,0.0,157.52582319021909,192.98335901385883
5x^3 + x^2 + 5,равномерный,1,1e-10,157.52582319084985,192.98335901298935
5x^3 + x^2 + 5,равномерный,1,3.1622776601683795e-10,157.52582319221375,192.98335901110926
5x^3 + x^2 + 5,равномерный,1,1e-09,157.52582319652674,192.98335900516395
5x^3 + x^2 + 5,равномерный,1,3.1622776601683795e-09,157.52582321016558,192.98335898636327
5x^3 + x^2 + 5,равномерный,1,1e-08,157.52582325329544,192.98335892691023
5x^3 + x^2 + 5,равномерный,1,3.162277660168379e-08,157.5258233896841,192.98335873890323
5x^3 + x^2 + 5,равномерный,1,1e-07,157.52582382098288,192.983358144373
5x^3 + x^2 + 5,равномерный,1,3.162277660168379e-07,157.52582518487006,192.98335626430384
5x^3 + x^2 + 5,равномерный,1,1e-06,157.52582949786603,192.9833503190077
5x^3 + x^2 + 5,равномерный,1,3.162277660168379e-06,157.52584313681604,192.9833315183777
5x^3 + x^2 + 5,равномерный,1,1e-05,157.52588626755727,192.98327206603525
5x^3 + x^2 + 5,равномерный,1,3.1622776601683795e-05,157.52602266487912,192.9830840659197
5x^3 + x^2 + 5,равномерный,1,0.0001,157.52645405050413,192.9824896043427
5x^3 + x^2 + 5,равномерный,1,0.00031622776601683794,157.52781880575145,192.98061022162935
5x^3 + x^2 + 5,равномерный,1,0.001,157.5321404791862,192.97467178914883
5x^3 + x^2 + 5,равномерный,1,0.0031622776601683794,157.54586610552616,192.95593975926053
5x^3 + x^2 + 5,равномерный,1,0.01,157.58986048637357,192.89717228079445
5x^3 + x^2 + 5,равномерный,1,0.03162277660168379,157.73479604821074,192.71598495731905
5x^3 + x^2 + 5,равномерный,1,0.1,158.24852238333457,192.1885299658646
5x^3 + x^2 + 5,равномерный,1,0.31622776601683794,160.3468362524437,190.9449727755286
5x^3 + x^2 + 5,равномерный,1,1.0,169.77387038299912,190.40012847998548
5x^3 + x^2 + 5,равномерный,1,3.1622776601683795,202.1702319510536,204.89526729072682
5x^3 + x^2 + 5,равномерный,1,10.0,259.46414036175315,257.73098065294647
5x^3 + x^2 + 5,равномерный,1,31.622776601683793,308.34351059638306,318.16056056761846
5x^3 + x^2 + 5,равномерный,1,100.0,332.5079151997532,351.64501655413466
5x^3 + x^2 + 5,равномерный,2,0.0,149.81611687515812,120.6304815768862
5x^3 + x^2 + 5,равномерный,2,1e-10,149.8161168707865,120.63048157862431
5x^3 + x^2 + 5,равномерный,2,3.1622776601683795e-10,149.81611686133382,120.63048158238261
5x^3 + x^2 + 5,равномерный,2,1e-09,149.81611683144203,120.63048159426742
5x^3 + x^2 + 5,равномерный,2,3.1622776601683795e-09,149.8161167369158,120.63048163185049
5x^3 + x^2 + 5,равномерный,2,1e-08,149.81611643799766,120.63048175069855
5x^3 + x^2 + 5,равномерный,2,3.162277660168379e-08,149.8161154927355,120.63048212652916
5x^3 + x^2 + 5,равномерный,2,1e-07,149.81611250355462,120.6304833150099
5x^3 + x^2 + 5,равномерный,2,3.162277660168379e-07,149.81610305094108,120.63048707331622
5x^3 + x^2 + 5,равномерный,2,1e-06,149.81607315921622,120.63049895812692
5x^3 + x^2 + 5,равномерный,2,3.162277660168379e-06,149.81597863391866,120.63053654122372
5x^3 + x^2 + 5,равномерный,2,1e-05,149.8156797250444,120.63065538966565
5x^3 + x^2 + 5,равномерный,2,3.1622776601683795e-05,149.81473455581101,120.63103122398348
5x^3 + x^2 + 5,равномерный,2,0.0001,149.81174630439668,120.63221974189746
5x^3 + x^2 + 5,равномерный,2,0.00031622776601683794,149.80230298244345,120.63597841991472
5x^3 + x^2 + 5,равномерный,2,0.001,149.772504080426,120.64786694402315
5x^3 + x^2 + 5,равномерный,2,0.0031622776601683794,149.67890409446252,120.68548706601126
5x^3 + x^2 + 5,равномерный,2,0.01,149.38915723841427,120.80470234268414
5x^3 + x^2 + 5,равномерный,2,0.03162277660168379,148.53283714678318,121.1840997412093
5x^3 + x^2 + 5,равномерный,2,0.1,146.35506706790028,122.40517823269442
5x^3 + x^2 + 5,равномерный,2,0.31622776601683794,143.21874835722608,126.41294807636875
5x^3 + x^2 + 5,равномерный,2,1.0,148.87267411765993,139.4847982129625
5x^3 + x^2 + 5,равномерный,2,3.1622776601683795,184.87236225934868,176.81917608977992
5x^3 + x^2 + 5,равномерный,2,10.0,249.8141060065538,247.12310475108347
5x^3 + x^2 + 5,равномерный,2,31.622776601683793,304.3850631057757,314.51082196807073
5x^3 + x^2 + 5,равномерный,2,100.0,331.12272127874246,350.4226456982112
5x^3 + x^2 + 5,равномерный,3,0.0,144.55209104421155,120.40170609901651
5x^3 + x^2 + 5,равномерный,3,1e-10,144.55209102941586,120.40170610062306
5x^3 + x^2 + 5,равномерный,3,3.1622776601683795e-10,144.55209099742342,120.40170610409687
5x^3 + x^2 + 5,равномерный,3,1e-09,144.55209089625447,120.40170611508195
5x^3 + x^2 + 5,равномерный,3,3.1622776601683795e-09,144.55209057633024,120.40170614981989
5x^3 + x^2 + 5,равномерный,3,1e-08,144.55208956464085,120.40170625967087
5x^3 + x^2 + 5,равномерный,3,3.162277660168379e-08,144.55208636539905,120.40170660705024
5x^3 + x^2 + 5,равномерный,3,1e-07,144.55207624851465,120.40170770556027
5x^3 + x^2 + 5,равномерный,3,3.162277660168379e-07,144.5520442561851,120.4017111793542
5x^3 + x^2 + 5,равномерный,3,1e-06,144.5519430882351,120.40172216445784
5x^3 + x^2 + 5,равномерный,3,3.162277660168379e-06,144.55162317387595,120.40175690243207
5x^3 + x^2 + 5,равномерный,3,1e-05,144.55061158372783,120.40186675381587
5x^3 + x^2 + 5,равномерный,3,3.1622776601683795e-05,144.54741333345362,120.40221413703216
5x^3 + x^2 + 5,равномерный,3,0.0001,144.53730635894232,120.403312685602
5x^3 + x^2 + 5,равномерный,3,0.00031622776601683794,144.50541293011148,120.40678686482634
5x^3 + x^2 + 5,равномерный,3,0.001,144.40522778398625,120.41777581309574
5x^3 + x^2 + 5,равномерный,3,0.0031622776601683794,144.09495031497065,120.45255197799237
5x^3 + x^2 + 5,равномерный,3,0.01,143.17414444872156,120.5627773189329
5x^3 + x^2 + 5,равномерный,3,0.03162277660168379,140.74319537832986,120.91366141313682
5x^3 + x^2 + 5,равномерный,3,0.1,135.801180316672,122.0407474277281
5x^3 + x^2 + 5,равномерный,3,0.31622776601683794,129.83185148611255,125.66549613506949
5x^3 + x^2 + 5,равномерный,3,1.0,134.27007246018385,136.586153886693
5x^3 + x^2 + 5,равномерный,3,3.1622776601683795,169.64485060299862,165.26471425768042
5x^3 + x^2 + 5,равномерный,3,10.0,234.57022844517564,226.32578658685682
5x^3 + x^2 + 5,равномерный,3,31.622776601683793,294.9136200003397,298.85924818010733
5x^3 + x^2 + 5,равномерный,3,100.0,327.17291594063465,343.44273797754863
5x^3 + x^2 + 5,равномерный,4,0.0,163.49629714334415,120.86506640393463
5x^3 + x^2 + 5,равномерный,4,1e-10,163.49629707324456,120.86506640157555
5x^3 + x^2 + 5,равномерный,4,3.1622776601683795e-10,163.49629692167065,120.86506639647455
5x^3 + x^2 + 5,равномерный,4,1e-09,163.4962964423506,120.86506638034382
5x^3 + x^2 + 5,равномерный,4,3.1622776601683795e-09,163.49629492660884,120.86506632933401
5x^3 + x^2 + 5,равномерный,4,1e-08,163.49629013341374,120.8650661680268
5x^3 + x^2 + 5,равномерный,4,3.162277660168379e-08,163.49627497602782,120.86506565792942
5x^3 + x^2 + 5,равномерный,4,1e-07,163.49622704442731,120.86506404486718
5x^3 + x^2 + 5,равномерный,4,3.162277660168379e-07,163.49607547403335,120.86505894398972
5x^3 + x^2 + 5,равномерный,4,1e-06,163.49559619270275,120.86504281433179
5x^3 + x^2 + 5,равномерный,4,3.162277660168379e-06,163.49408083542227,120.86499181520229
5x^3 + x^2 + 5,равномерный,4,1e-05,163.4892914867158,120.86483061505564
